bib,test title,Title,Topic,Topic-code,Topic-code,Description,Methodology,Attacker,Attacker-code,Attacker-code,Attacker,use-case,Abstract,conference,year,URL,PDF,Presentation,Attacker,Attack Group,Selected Attack
Wang_Zhan_Shan_Dai_Panoff_Wang_2024,GAZEploit: Remote Keystroke Inference Attack by Gaze Estimation from Avatar Views in VR/MR Devices,GAZEploit: Remote Keystroke Inference Attack by Gaze Estimation from Avatar Views in VR/MR Devices,"Gaze-based keystroke inference, keylogging, virtual avatar","eye_tracking, keylogging, virtual_avatar","eye_tracking, keylogging, virtual_avatar","Describes GAZEploit, a novel attack exploiting eye-tracking data shared through avatars to infer keystrokes with high accuracy, posing risks for passwords, URLs, and PINs",Eye-tracking and gaze estimation analysis on video recordings of avatars; evaluated on Apple Vision Pro with 30 participants,Malicious online user,malicious_online_user,malicious_online_user,user,Attack: Keylogging,"The advent and growing popularity of Virtual Reality (VR) and Mixed Reality (MR) solutions have revolutionized the way we interact with digital platforms. The cutting-edge gaze-controlled typing methods, now prevalent in high-end models of these devices, e.g., Apple Vision Pro, have not only improved user experience but also mitigated traditional keystroke inference attacks that relied on hand gestures, head movements and acoustic side-channels. However, this advancement has paradoxically given birth to a new, potentially more insidious cyber threat, GAZEploit. In this paper, we unveil GAZEploit, a novel eye-tracking based attack specifically designed to exploit these eye-tracking information by leveraging the common use of virtual appearances in VR applications. This widespread usage significantly enhances the practicality and feasibility of our attack compared to existing methods. GAZEploit takes advantage of this vulnerability to remotely extract gaze estimations and steal sensitive keystroke information across various typing scenarios-including messages, passwords, URLs, emails, and passcodes. Our research, involving 30 participants, achieved over 80% accuracy in keystroke inference. Alarmingly, our study also identified over 15 top-rated apps in the Apple Store as vulnerable to the GAZEploit attack, emphasizing the urgent need for bolstered security measures for this state-of-the-art VR/MR text entry method.",CCS,2024,https://arxiv.org/abs/2409.08122,https://arxiv.org/pdf/2409.08122,,user,Keylogging,fake keylogging
Yang_Bhaskar_Sarwar_Zhao_Hwang_Zheng,Can Virtual Reality Protect Users from Keystroke Inference Attacks?,Can Virtual Reality Protect Users from Keystroke Inference Attacks?,"Keystroke inference, side-channel attack","keystroke_inference, side_channel","keystroke_inference, side_channel","Investigates keystroke inference attacks in shared VR environments, where an attacker can deduce typed content by observing avatar movements, achieving high accuracy without physical proximity",Self-supervised learning pipeline with componentized DNN classifiers; evaluated with 15 users in VR typing scenarios,Malicious online user,malicious_online_user,malicious_online_user,user,Attack: Keylogging,"Virtual Reality (VR) has gained popularity by providing immersive and interactive experiences without geographical limitations. It also provides a sense of personal privacy through physical separation. In this paper, we show that despite assumptions of enhanced privacy, VR is unable to shield its users from side-channel attacks that steal private information. Ironically, this vulnerability arises from VR's greatest strength, its immersive and interactive nature. We demonstrate this by designing and implementing a new set of keystroke inference attacks in shared virtual environments, where an attacker (VR user) can recover the content typed by another VR user by observing their avatar. While the avatar displays noisy telemetry of the user's hand motion, an intelligent attacker can use that data to recognize typed keys and reconstruct typed content, without knowing the keyboard layout or gathering labeled data. We evaluate the proposed attacks using IRB-approved user studies across multiple VR scenarios. For 13 out of 15 tested users, our attacks accurately recognize 86%-98% of typed keys, and the recovered content retains up to 98% of the meaning of the original typed content. We also discuss potential defenses.",USENIX,2023,,https://www.usenix.org/system/files/sec23winter-prepub-116-yang-zhuolin.pdf,,user,Keylogging,fake keylogging
Su_Cai_Beeler_Dresel_Garcia_Grishchenko_Tian_Kruegel_Vigna,Remote Keylogging Attacks in Multi-user VR Applications,Remote Keylogging Attacks in Multi-user VR Applications,"Keylogging, side-channel attacks","keylogging, side_channel","keylogging, side_channel","Proposes a remote keylogging attack in multi-user VR environments by intercepting avatar motion data from network packets, achieving 97.62% accuracy in keystroke inference without direct access to the user’s device",Packet analysis of motion data in multi-user VR settings; validated on Rec Room and other VR apps,Malicious online user,malicious_online_user,malicious_online_user,user,Attack: Keylogging,"As Virtual Reality (VR) applications grow in popularity, they have bridged distances and brought users closer together. However, with this growth, there have been increasing concerns about security and privacy, especially related to the motion data used to create immersive experiences. In this study, we highlight a significant security threat in multi-user VR applications, which are applications that allow multiple users to interact with each other in the same virtual space. Specifically, we propose a remote attack that utilizes the avatar rendering information collected from an adversary's game clients to extract user-typed secrets like credit card information, passwords, or private conversations. We do this by (1) extracting motion data from network packets, and (2) mapping motion data to keystroke entries. We conducted a user study to verify the attack's effectiveness, in which our attack successfully inferred 97.62% of the keystrokes. Besides, we performed an additional experiment to underline that our attack is practical, confirming its effectiveness even when (1) there are multiple users in a room, and (2) the attacker cannot see the victims. Moreover, we replicated our proposed attack on four applications to demonstrate the generalizability of the attack. These results underscore the severity of the vulnerability and its potential impact on millions of VR social platform users.",USENIX,2024,,https://www.usenix.org/system/files/usenixsecurity24-su-zihao.pdf,,user,Keylogging,fake keylogging
Slocum_Zhang_Shayegani_Zaree_AbuGhazaleh_Chen,That Doesn't Go There: Attacks on Shared State in Multi-User Augmented Reality Applications,That Doesn't Go There: Attacks on Shared State in Multi-User Augmented Reality Applications,"Shared state security, data poisoning","shared_state, data_poisoning","shared_state, data_poisoning","Examines vulnerabilities in shared state AR applications, where attackers manipulate virtual object placement, leading to misaligned or malicious holograms that deceive users and impact actions based on AR overlays","Attacks (data poisoning and unrightful retrivial) demonstrated on Google Cloud Anchor API, ARCore Geospatial API, and Meta’s Mapillary using spoofed GPS, camera, and IMU data","Malicious online user, malicious application","malicious_online_user, malicious_application","malicious_online_user, malicious_application","user, app",Attack: Poisoning shared AR space by altering virtual object placements,"Augmented Reality (AR) is expected to become a pervasive component in enabling shared virtual experiences. In order to facilitate collaboration among multiple users, it is crucial for multi-user AR applications to establish a consensus on the ""shared state"" of the virtual world and its augmentations, through which they interact within augmented reality spaces. Current methods to create and access shared state collect sensor data from devices (e.g., camera images), process them, and integrate them into the shared state. However, this process introduces new vulnerabilities and opportunities for attacks. Maliciously writing false data to ""poison"" the shared state is a major concern for the security of the downstream victims that depend on it. Another type of vulnerability arises when reading the shared state; by providing false inputs, an attacker can view hologram augmentations at locations they are not allowed to access. In this work, we demonstrate a series of novel attacks on multiple AR frameworks with shared states, focusing on three publicly-accessible frameworks. We show that these frameworks, while using different underlying implementations, scopes, and mechanisms to read from and write to the shared state, have shared vulnerability to a unified threat model. Our evaluation of these state-of-art AR applications demonstrates reliable attacks both on updating and accessing shared state across the different systems. To defend against such threats, we discuss a number of potential mitigation strategies that can help enhance the security of multi-user AR applications.",USENIX,2024,,https://www.usenix.org/system/files/sec24summer-prepub-218-slocum.pdf,,,,
Claramunt_RubioMedrano_Baek_Ahn_2023,SpaceMediator: Leveraging Authorization Policies to Prevent Spatial and Privacy Attacks in Mobile Augmented Reality,SpaceMediator: Leveraging Authorization Policies to Prevent Spatial and Privacy Attacks in Mobile Augmented Reality,"Spatial attacks, policy enforcement","spatial_attacks, policy","spatial_attacks, policy","Introduces SpaceMediator, a policy-governed AR application to protect sensitive spaces from spatial and privacy invasions, allowing users to set content restrictions in augmented environments	",Proof-of-concept app tested with 40 participants for user understanding and regulation efficacy,Malicious Application,malicious_application,malicious_application,app,Defense: Preventing content intrusions in sensitive spaces,"Mobile Augmented Reality (MAR) is a portable, powerful, and suitable technology that integrates digital content, e.g., 3D virtual objects, into the physical world, which not only has been implemented for multiple intents such as shopping, entertainment, gaming, etc., but it is also expected to grow at a tremendous rate in the upcoming years. Unfortunately, the applications that implement MAR, hereby referred to as MAR-Apps, bear security issues, which have been imaged in worldwide incidents such as robberies, which has led authorities to ban MAR-Apps at specific locations. Existing problems with MAR-Apps can be classified into three categories: first, Space Invasion, which implies the intrusive modification through MAR of sensitive spaces, e.g., hospitals, memorials, etc. Second, Space Affectation, which involves the degradation of users' experience via interaction with undesirable MAR or malicious entities. Finally, MAR-Apps mishandling sensitive data leads to Privacy Leaks",SACMAT,2023,https://dl.acm.org/doi/10.1145/3589608.3593839,,,,,
Shang_Chen_Wu_Yin_2022,ARSpy: Breaking Location-Based Multi-Player Augmented Reality Application for User Location Tracking,ARSpy: Breaking Location-Based Multi-Player Augmented Reality Application for User Location Tracking,"Location tracking, side-channel attack, privacy","location_tracking, side_channel, privacy","location_tracking, side_channel, privacy","Develops ARSpy, a location-tracking system that exploits network traffic in multiplayer AR to infer user locations with high accuracy, without location permissions.","Network traffic analysis, fake AR content deployment, tested on Android with WallaMe.","Malicious online user, malicious application","malicious_online_user, malicious_application","malicious_online_user, malicious_application",user,Attack: Tracking user location by monitoring network traffic patterns.,"Augmented reality (AR) applications that overlay the perception of the real world with digitally generated information are on the cusp of commercial viability. AR has appeared in several commercial platforms like Microsoft HoloLens and smartphones. They extend the user experience beyond two dimensions and supplement the normal 3D world of a user. A typical location-based multi-player AR application works through a three-step process, wherein the system collects sensory data from the real world, identifies objects based on their context, and finally, renders information on top of senses of a user. However, because these AR applications frequently exchange data with users, they have exposed new individual and public safety issues. In this paper, we develop ARSpy, a user location tracking system solely based on network traffic information of the user, and we test it on location-based multi-player AR applications. We demonstrate the effectiveness and efficiency of the proposed scheme via real-world experiments on 12 volunteers and show that we could obtain the geolocation of any target with high accuracy. We also propose three mitigation methods to mitigate these side channel attacks. Our results reveal a potential security threat in current location-based multi-player AR applications and serve as a critical security reminder to a vast number of AR users",IEEE TMC,2022,,https://www.researchgate.net/publication/342760159_ARSpy_Breaking_Location-based_Multi-player_Augmented_Reality_Application_for_User_Location_Tracking,https://www.caecommunity.org/sites/default/files/ARSpy_0.pdf,user,Data collection,Position Logging
RubioMedrano_Jogani_Leitner_Zhao_Ahn_2019,Effectively Enforcing Authorization Constraints for Emerging Space-Sensitive Technologies,Effectively Enforcing Authorization Constraints for Emerging Space-Sensitive Technologies,"Access control, policy enforcement","access_control, policy","access_control, policy","Proposes space-sensitive access control (SSAC) for regulating AR functionality in specific physical spaces, allowing space owners to restrict app features based on user location and device attributes","Theoretical model for SSAC, proof-of-concept app, API framework, and user study assessing policy understanding and enforcement","Malicious app, malicious user","malicious_application, malicious_online_user","malicious_application, malicious_online_user","user, app",Defense: Enforcing space-sensitive access restrictions,,SACMAT,2019,https://dl.acm.org/doi/10.1145/3322431.3325109,https://carlosrubiomedrano.com/publications/enforcing-space-sensitive-sacmat2019.pdf,,,,
Lebeck_Ruth_Kohno_Roesner_2018b,Towards Security and Privacy for Multi-user Augmented Reality: Foundations with End Users,Towards Security and Privacy for Multi-user Augmented Reality: Foundations with End Users,"Multi-user, shared space","multi_user, shared_space","multi_user, shared_space","Conducted a qualitative study on multi-user AR experiences using HoloLens, exploring security and privacy challenges in shared AR environments, such as object control and inter-user conflicts","Qualitative in-lab user study with 22 participants (11 pairs), semi-structured interviews, real AR interaction",Maliscious present attacker ( in the same physical room and in the same virtual space),"malicious_bystander, malicious_online_user","malicious_bystander, malicious_online_user",user,"Defense: Managing shared AR space, controlling user interactions        ","Immersive augmented reality (AR) technologies are becoming a reality. Prior works have identified security and privacy risks raised by these technologies, primarily considering individual users or AR devices. However, we make two key observations: (1) users will not always use AR in isolation, but also in ecosystems of other users, and (2) since immersive AR devices have only recently become available, the risks of AR have been largely hypothetical to date. To provide a foundation for understanding and addressing the security and privacy challenges of emerging AR technologies, grounded in the experiences of real users, we conduct a qualitative lab study with an immersive AR headset, the Microsoft HoloLens. We conduct our study in pairs - 22 participants across 11 pairs - wherein participants engage in paired and individual (but physically co-located) HoloLens activities. Through semi-structured interviews, we explore participants' security, privacy, and other concerns, raising key findings. For example, we find that despite the HoloLens's limitations, participants were easily immersed, treating virtual objects as real (e.g., stepping around them for fear of tripping). We also uncover numerous security, privacy, and safety concerns unique to AR (e.g., deceptive virtual objects misleading users about the real world), and a need for access control among users to manage shared physical spaces and virtual content embedded in those spaces. Our findings give us the opportunity to identify broader lessons and key challenges to inform the design of emerging single-and multi-user AR technologies.",IEEE SP,2018,,https://ar-sec.cs.washington.edu/files/arsec-lebeck-sp18.pdf,,,,
Ruth_Kohno_Roesner_2019,Secure Multi-User Content Sharing for Augmented Reality Applications,Secure Multi-User Content Sharing for Augmented Reality Applications,"Multi-user AR, secure content sharing","multi_user, secure_content_sharing","multi_user, secure_content_sharing","Proposes a secure content sharing module (ShareAR) for multi-user AR applications to control content visibility, prevent spam, and manage shared AR space.","Prototype implementation (ShareAR) on Microsoft HoloLens, user studies for evaluation of access controls.",Malicious online user,malicious_online_user,malicious_online_user,user,Defense: Controlling AR content visibility and interaction permissions,"Augmented reality (AR), which overlays virtual content on top of the user's perception of the real world, has now begun to enter the consumer market. Besides smartphone platforms, early-stage head-mounted displays such as the Microsoft HoloLens are under active development. Many compelling uses of these technologies are multi-user: e.g., in-person collaborative tools, multiplayer gaming, and telepresence. While prior work on AR security and privacy has studied potential risks from AR applications, new risks will also arise among multiple human users. In this work, we explore the challenges that arise in designing secure and private content sharing for multi-user AR. We analyze representative application case studies and systematize design goals for security and functionality that a multi-user AR platform should support. We design an AR content sharing control module that achieves these goals and build a prototype implementation (ShareAR) for the HoloLens. This work builds foundations for secure and private multi-user AR interactions.",USENIX,2019,https://www.usenix.org/conference/usenixsecurity19/presentation/ruth,https://www.usenix.org/system/files/sec19-ruth.pdf,,,,
Wang_Liu_Liu_Argyriou_Wang_Xu_2021,Output Security for Multi-user Augmented Reality using Federated Reinforcement Learning,Output Security for Multi-user Augmented Reality using Federated Reinforcement Learning,"Multi-user AR, output security, federated learning","multi_user, output_security, federated_learning","multi_user, output_security, federated_learning",Proposes a federated reinforcement learning (FRL) framework to secure AR output in multi-user environments by minimizing risks like occlusion and unauthorized content display across distributed AR devices,"Device-fog-cloud hierarchical model, reinforcement learning trained on AR devices, evaluated on Unity AR simulations",Malicious online user,malicious_online_user,malicious_online_user,user,Defense: Ensuring secure output in multi-user AR by learning adaptive output policies,,IEEE,2021,https://ieeexplore.ieee.org/document/9631507,https://www.researchgate.net/publication/360667263_Output_Security_for_Multi-user_Augmented_Reality_using_Federated_Reinforcement_Learning,,,,
Zhan_Meng_Zhou_Xiong_Zhang_Ma_Chen_Pei_Zhu_2024,VPVet: Vetting Privacy Policies of Virtual Reality Apps,"Privacy policy compliance, VR data security, user transparency",,"Privacy policy compliance, VR data security, user transparency","policy, VR_data_security, user_transparency",,"Introduces VPVet, a system to vet VR app privacy policies for compliance with availability, completeness, granularity, minimization, and consistency of CUS (collection/use/sharing) statements","Automated analysis of privacy policies for 11,923 VR apps across 10 platforms; policy and behavioral consistency check",Malicious VR app,malicious_application,app,"Defense: Ensuring VR apps meet privacy standards, reducing user privacy risks","Virtual reality (VR) apps can harvest a wider range of user data than web/mobile apps running on personal computers or smartphones. Existing law and privacy regulations emphasize that VR developers should inform users of what data are collected/used/shared (CUS) through privacy policies. However, privacy policies in the VR ecosystem are still in their early stages, and many developers fail to write appropriate privacy policies that comply with regulations and meet user expectations. In this paper, we propose VPVet to automatically vet privacy policy compliance issues for VR apps. VPVet first analyzes the availability and completeness of a VR privacy policy and then refines its analysis based on three key criteria: granularity, minimization, and consistency of CUS statements. Our study establishes the first and currently largest VR privacy policy dataset named VRPP, consisting of privacy policies of 11,923 different VR apps from 10 mainstream platforms. Our vetting results reveal severe privacy issues within the VR ecosystem, including the limited availability and poor quality of privacy policies, along with their coarse granularity, lack of adaptation to VR traits and the inconsistency between CUS statements in privacy policies and their actual behaviors. We open-source VPVet system along with our findings at repository this https URL, aiming to raise awareness within the VR community and pave the way for further research in this field.",CCS,2024,https://arxiv.org/abs/2409.00740,https://arxiv.org/pdf/2409.00740,,,,
Jarin_Duan_Trimananda_Cui_Elmalaki_Markopoulou_2024,BehaVR: User Identification Based on VR Sensor Data,BehaVR: User Identification Based on VR Sensor Data,"Privacy risks, fingerprinting, user identification","privacy_risks, malicious_app","privacy_risks, malicious_app","Colelct data from real world app, create a ml model, fingerprint users.","BehaVR tool to collect data from real users that interact with 20 popular real-world apps. Data used to  build machine learning models for user identification within and across apps, with features extracted from available sensor data. These models can identify users with an accuracy of up to 100%",Malicious VR app,malicious_application,malicious_application,app,Attack: Profiling users,"Virtual reality (VR) platforms enable a wide range of applications, however, pose unique privacy risks. In particular, VR devices are equipped with a rich set of sensors that collect personal and sensitive information (e.g., body motion, eye gaze, hand joints, and facial expression). The data from these newly available sensors can be used to uniquely identify a user, even in the absence of explicit identifiers. In this paper, we seek to understand the extent to which a user can be identified based solely on VR sensor data, within and across real-world apps from diverse genres. We consider adversaries with capabilities that range from observing APIs available within a single app (app adversary) to observing all or selected sensor measurements across multiple apps on the VR device (device adversary). To that end, we introduce BehaVR, a framework for collecting and analyzing data from all sensor groups collected by multiple apps running on a VR device. We use BehaVR to collect data from real users that interact with 20 popular real-world apps. We use that data to build machine learning models for user identification within and across apps, with features extracted from available sensor data. We show that these models can identify users with an accuracy of up to 100%, and we reveal the most important features and sensor groups, depending on the functionality of the app and the adversary. To the best of our knowledge, BehaVR is the first to analyze user identification in VR comprehensively, i.e., considering all sensor measurements available on consumer VR devices, collected by multiple real-world, as opposed to custom-made, apps.",PETS,2025,,https://petsymposium.org/popets/2025/popets-2025-0022.pdf,,app,Fingerprinting,fingeprinting user
SB2025WhatAT,"What are they gonna do with my data?: Privacy Expectations, Concerns, and Behaviors in Virtual Reality","What are they gonna do with my data?: Privacy Expectations, Concerns, and Behaviors in Virtual Reality","Privacy perceptions, user concerns",user_concerns,user_concerns,"Interview VR users to understand privacy expectations, concerns, and protective behaviors.","Conduct semi-structured interviews with 20 active VR users to study their expectations of VR data practices, privacy concerns, and privacy-protective behaviors",Malicious VR app,malicious_application,malicious_application,app,Measure: Profiling users,"Virtual reality (VR) platforms enable immersive experiences but pose unique privacy risks due to fine-grained sensor data collection. Through semi-structured interviews with 20 VR users, we examine users’ privacy expectations, concerns, and behaviors. Participants express institutional, social, and device-specific concerns, including surveillance, data sharing, impersonation, and misuse of biometric data. We identify gaps between users’ expectations and actual VR data practices, leading to underestimated privacy risks. We further document privacy-protective strategies and provide recommendations for VR platforms, developers, and regulators to improve transparency and support privacy-conscious behavior.",PETS,2025,,https://petsymposium.org/popets/2025/popets-2025-0005.pdf,,,,
Warin2025PrivacyPA,User Privacy Perceptions Across the XR Spectrum: An Extended Reality Cross-Platform Comparative Analysis of A Virtual House Tour,User Privacy Perceptions Across the XR Spectrum: An Extended Reality Cross-Platform Comparative Analysis of A Virtual House Tour,"Privacy perceptions, user concerns",user_concerns,user_concerns,"Study user privacy perceptions and awareness across MAR, MR, and VR platforms in a cross-platform XR scenario.","Qualitative lab study with 20 participants using a cross-platform XR application on MAR (Android), MR (HoloLens 2), and VR (Meta Quest 2), followed by semi-structured interviews comparing permission requests, sensor data awareness, and privacy perceptions across devices.",Malicious VR app,malicious_application,malicious_application,app,Measure: Profiling users,"Extended Reality (XR) devices rely on a wide range of sensors that collect sensitive user and environmental data, raising privacy concerns. This paper analyzes privacy perceptions across Mobile Augmented Reality (MAR), Mixed Reality (MR), and Virtual Reality (VR) through a cross-platform user study. Participants experienced a virtual house tour using two different XR devices and took part in semi-structured interviews focusing on permission requests, data collection awareness, and privacy concerns. Results show higher concern for MAR and MR than VR, low awareness of biometric and spatial data sensitivity, and frequent misunderstanding of XR permission mechanisms. The findings highlight the need for XR-specific permission models, improved transparency, and user education to support privacy-aware XR use.",PETS,2025,,https://petsymposium.org/popets/2025/popets-2025-0009.pdf,,,,
